weather system,date,heightAboveMSL,Regions,subdivisions
Trough,26-06-2025,1.5 km to 7.6 km,NE Arabian Sea ; NW Bay ; Odisha ; Gangetic West Bengal ; Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh,NE Arabian Sea ; NW Bay ; Odisha ; Gangetic West Bengal ; Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh
Upper-Level Cyclonic Circulation,26-06-2025,0.9 km,East Madhya Pradesh,East Madhya Pradesh
Upper-Level Cyclonic Circulation,27-06-2025,5.8 km,West Rajasthan,West Rajasthan
Trough,27-06-2025,5.8 km,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh,West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal ; Bangladesh
Trough,27-06-2025,4.5 km to 5.8 km,SE Arabian Sea ; Gujarat Region ; Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Odisha,SE Arabian Sea ; Gujarat Region ; Madhya Maharashtra ; Vidarbha ; Chhattisgarh ; Odisha
Low Pressure (L) with associated CYCIR,28-06-2025,7.6 km,Saurashtra & Kutch ; NE Arabian Sea,Saurashtra & Kutch ; NE Arabian Sea
Upper-Level Cyclonic Circulation,28-06-2025,4.5 km,Bangladesh ; Gangetic West Bengal,Bangladesh ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),28-06-2025,1.5 km,West Uttar Pradesh ; East Uttar Pradesh,West Uttar Pradesh ; East Uttar Pradesh
Trough,28-06-2025,3.1 km to 4.5 km,Bangladesh ; Gangetic West Bengal ; Jharkhand ; Chhattisgarh ; East Madhya Pradesh ; West Madhya Pradesh,Bangladesh ; Gangetic West Bengal ; Jharkhand ; Chhattisgarh ; East Madhya Pradesh ; West Madhya Pradesh
Cyclonic Circulation (CYCIR),28-06-2025,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Trough,30-06-2025,0.9 km to 3.1 km,West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal,West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Gangetic West Bengal
Cyclonic Circulation (CYCIR),30-06-2025,3.1 km,West Rajasthan ; Gujarat Region,West Rajasthan ; Gujarat Region
Well Marked Low Pressure Area (WML) with associated CYCIR,19-06-2025,7.6 km,Jharkhand ; Gangetic West Bengal,Jharkhand ; Gangetic West Bengal
Upper-Level Cyclonic Circulation,19-06-2025,1.5 km,West Rajasthan,West Rajasthan
Cyclonic Circulation (CYCIR),19-06-2025,4.5 km,East Rajasthan,East Rajasthan
Trough,19-06-2025,3.1 km to 5.8 km,West Uttar Pradesh ; Gujarat Region ; East Rajasthan,West Uttar Pradesh ; Gujarat Region ; East Rajasthan
Trough,19-06-2025,0.9 km,Punjab ; Assam & Meghalaya ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal,Punjab ; Assam & Meghalaya ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; Jharkhand ; Gangetic West Bengal
Western Disturbances (WD),19-06-2025,5.8 km,Punjab ; Haryana ; Jammu & Kashmir ; Himachal Pradesh ; Ladakh,Punjab ; Haryana ; Jammu & Kashmir ; Himachal Pradesh ; Ladakh
Low Pressure (L) with associated CYCIR,20-06-2025,7.6 km,Bihar,Bihar
Cyclonic Circulation (CYCIR),20-06-2025,5.8 km,East Rajasthan,East Rajasthan
Trough,20-06-2025,3.1 km,West Uttar Pradesh ; Gujarat Region ; East Rajasthan,West Uttar Pradesh ; Gujarat Region ; East Rajasthan
Trough,20-06-2025,0.9 km to 1.5 km,West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Assam & Meghalaya,West Rajasthan ; East Rajasthan ; West Uttar Pradesh ; Bihar ; Gangetic West Bengal ; Assam & Meghalaya
Low Pressure (L) with associated CYCIR,22-06-2025,5.8 km,West Uttar Pradesh ; East Uttar Pradesh,West Uttar Pradesh ; East Uttar Pradesh
Upper-Level Cyclonic Circulation,22-06-2025,1.5 km to 5.8 km,Bangladesh ; Gangetic West Bengal,Bangladesh ; Gangetic West Bengal
Trough,22-06-2025,1.5 km to 4.5 km,Pakistan ; West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Bangladesh ; Gangetic West Bengal,Pakistan ; West Rajasthan ; East Rajasthan ; West Madhya Pradesh ; East Madhya Pradesh ; West Uttar Pradesh ; East Uttar Pradesh ; Jharkhand ; Bangladesh ; Gangetic West Bengal
Trough,22-06-2025,3.1 km,Gujarat Region ; Bangladesh,Gujarat Region ; Bangladesh
Upper-Level Cyclonic Circulation,22-06-2025,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Western Disturbances (WD),01-06-2025,3.1 km,North pakistan ; Jammu & Kashmir ; Punjab,North pakistan ; Jammu & Kashmir ; Punjab
Westerly Trough,01-06-2025,5.8 km,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh,Jammu & Kashmir ; North Pakistan ; Himachal Pradesh ; Ladakh
Upper-Level Cyclonic Circulation,01-06-2025,1.5 km,Central Pakistan,Central Pakistan
Upper-Level Cyclonic Circulation,01-06-2025,0.9 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Trough,01-06-2025,0.9 km,"Central Pakistan ; Haryana, Chandigarh & Delhi ; West Rajasthan","Central Pakistan ; Haryana, Chandigarh & Delhi ; West Rajasthan"
Upper-Level Cyclonic Circulation,01-06-2025,0.9 km,Assam & Meghalaya,Assam & Meghalaya
Trough,01-06-2025,1.5 km,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura,Bangladesh ; Gangetic West Bengal ; Sub-Himalayan West Bengal & Sikkim ; Assam & Meghalaya ; Nagaland-Manipur-Mizoram-Tripura
Low Pressure (L) with associated CYCIR,29-06-2025,7.6 km,NW Bay ; Gangetic West Bengal ; Bangladesh,NW Bay ; Gangetic West Bengal ; Bangladesh
Mean Sea Level Trough,29-06-2025,Surface,"Punjab ; Haryana, Chandigarh & Delhi ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NW Bay ; NE Bay","Punjab ; Haryana, Chandigarh & Delhi ; East Uttar Pradesh ; Bihar ; Gangetic West Bengal ; NW Bay ; NE Bay"
Trough,29-06-2025,3.1 km to 5.8 km,West Rajasthan ; Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; NW Bay ; Gangetic West Bengal ; Bangladesh,West Rajasthan ; Gujarat Region ; West Madhya Pradesh ; East Madhya Pradesh ; Chhattisgarh ; Odisha ; NW Bay ; Gangetic West Bengal ; Bangladesh
Upper-Level Cyclonic Circulation,29-06-2025,1.5 km,"Haryana, Chandigarh & Delhi","Haryana, Chandigarh & Delhi"
Cyclonic Circulation (CYCIR),29-06-2025,1.5 km,West Uttar Pradesh ; East Uttar Pradesh,West Uttar Pradesh ; East Uttar Pradesh
Upper-Level Cyclonic Circulation,29-06-2025,5.8 km,NW Arabian Sea ; NE Arabian Sea ; WC Arabian Sea,NW Arabian Sea ; NE Arabian Sea ; WC Arabian Sea
